ser_id,age,gender,income_level,location,preferences,interests,purchase_history,budget_range,tech_savviness
9a732d17-4646-404f-a0b4-6d34b098a19a,41,Female,Low,Vadodara,"camera quality,good storage,high resolution",photography,"Laptop,Laptop,Smartphone",10000-20000,Intermediate
48464f9c-9f59-4ddf-be28-28cb0560ac42,43,Female,High,Lucknow,"high performance,dedicated graphics,fast processor",gaming,"Smartphone,Smartphone,Smartphone",60000-100000,Advanced
a0d8b8c3-8f52-4fb8-991b-6e0a8e73a64f,28,Female,High,Kanpur,"compact,lightweight,long battery",travel,Smartphone,60000-100000,Beginner
019f9ab7-bf44-4af4-817c-fcf2cdb3c13c,63,Female,Low,Chennai,"good speakers,large screen",entertainment,"Laptop,Smartphone,Laptop",20000-40000,Beginner
46387d76-8616-4030-a931-6b0700d12488,56,Female,Low,Surat,"long battery,lightweight",business,"Smartphone,Smartphone",20000-40000,Intermediate
af8285c6-dd1c-44f9-954a-b573059ef6a0,29,Female,High,Surat,"compact,lightweight",travel,Laptop,100000-150000,Beginner
a799c66b-5e06-419c-afd2-c8358d175b08,63,Non-Binary,Medium,Bangalore,"long battery,lightweight",business,"Laptop,Smartphone,Laptop",20000-40000,Beginner
c35abbe5-fa57-4b69-a485-ec595fc37edc,23,Female,Low,Bangalore,"large screen,high resolution",entertainment,"Laptop,Smartphone,Smartphone",20000-40000,Intermediate
3d8dcd85-8803-408f-a768-f8eec91295cb,34,Female,Low,Ahmedabad,"good storage,high resolution",photography,Laptop,20000-40000,Intermediate
27ddd91c-ef18-4e4d-bded-01c319ed8eb5,31,Male,Low,Nagpur,"long battery,budget-friendly",education,"Laptop,Smartphone,Smartphone",10000-20000,Intermediate
e66ecdc5-7371-4214-b3fa-eab361c1221e,50,Male,Low,Bhopal,"good speakers,large screen,high resolution",entertainment,Laptop,10000-20000,Beginner
c8365aec-ed1d-4b28-b8ce-46b812d072bc,54,Non-Binary,Medium,Indore,"good speakers,large screen,high resolution",entertainment,Laptop,60000-100000,Intermediate
5f0c1135-b654-4922-919a-c2f2d5c6e61e,55,Female,Medium,Mumbai,good storage,photography,"Laptop,Laptop,Laptop",20000-40000,Intermediate
3551c050-aaa3-463c-a61b-f4316004ca2d,50,Male,Low,Patna,fast processor,gaming,"Laptop,Laptop,Laptop",10000-20000,Intermediate
ea7c0190-c0f1-4c63-8c2b-433fa9cc66b6,43,Male,High,Surat,"long battery,lightweight,professional design",business,Smartphone,100000-150000,Beginner
de1cd873-6682-4c27-a6a6-6400f76d692b,54,Non-Binary,Low,Delhi,large screen,entertainment,"Smartphone,Smartphone,Laptop",20000-40000,Intermediate
58bde695-a27d-46ce-a1a2-7d887e54f690,64,Male,Low,Lucknow,"long battery,lightweight",business,"Laptop,Smartphone,Smartphone",20000-40000,Beginner
822e73b7-1409-4a06-af38-592b305e5f8e,35,Male,Medium,Lucknow,"good storage,high resolution",photography,"Laptop,Smartphone",20000-40000,Intermediate
23b55321-4bb3-44a6-9c99-a441ae7013e4,24,Female,Medium,Visakhapatnam,"camera quality,high resolution",photography,Laptop,40000-60000,Intermediate
c447dd18-d16b-41c3-9cb6-398204215fe4,50,Female,High,Jaipur,"budget-friendly,stylus support",education,Smartphone,60000-100000,Beginner
de7e0ecf-152b-4256-a496-a0e963e960d6,22,Female,Medium,Kolkata,"long battery,lightweight",travel,"Smartphone,Laptop",20000-40000,Advanced
3d919a54-30b7-4452-8fdd-afa01700f4a8,56,Female,Low,Indore,"long battery,budget-friendly,stylus support",education,"Laptop,Laptop,Smartphone",10000-20000,Intermediate
65e37ea7-9c29-40e3-a7ed-faea84a78111,34,Male,Medium,Delhi,"long battery,lightweight,compact",travel,"Laptop,Laptop,Smartphone",40000-60000,Beginner
0d08b08b-ba76-4fd2-811e-4e502e487109,64,Male,Medium,Pune,"high performance,dedicated graphics,fast processor",gaming,Laptop,60000-100000,Beginner
401c7ef3-ceff-4488-a86a-7dd5cd6df5d6,45,Female,High,Lucknow,compact,travel,Smartphone,60000-100000,Intermediate
24094307-6e43-4dd1-893d-86ece75b259e,33,Male,High,Thane,compact,travel,"Smartphone,Smartphone,Smartphone",100000-150000,Advanced
dbcaea56-251d-446e-b59f-fd6e02f57b71,22,Male,Medium,Hyderabad,high performance,gaming,Laptop,20000-40000,Advanced
92e8c006-d358-4ba4-849b-d107b51affaa,23,Male,Medium,Indore,"camera quality,good storage,high resolution",photography,Laptop,40000-60000,Advanced
2f5e01d4-57aa-40a9-819b-c1dd28acba38,52,Male,Medium,Jaipur,"good storage,high resolution",photography,"Smartphone,Laptop",40000-60000,Beginner
e08d1349-3e19-4732-a105-07f751085327,45,Male,Low,Bangalore,"long battery,lightweight,professional design",business,Smartphone,20000-40000,Intermediate
237fad37-b2ab-4219-bd8c-2389d1649d93,44,Male,Low,Kanpur,"good speakers,large screen",entertainment,"Smartphone,Laptop,Smartphone",20000-40000,Advanced
c0befd80-d150-4285-b0e2-1a362fd55c2c,36,Male,Low,Hyderabad,compact,travel,Smartphone,10000-20000,Advanced
1d020234-8387-444b-9dd3-23eed67758e3,38,Male,Low,Chennai,"lightweight,professional design",business,"Laptop,Laptop,Smartphone",10000-20000,Intermediate
d91b9cd9-9883-403e-8408-5b5585f70f84,54,Female,High,Jaipur,"camera quality,good storage",photography,"Laptop,Smartphone,Smartphone",150000+,Beginner
a9526825-3516-47e2-ba75-208d4239bc5e,38,Male,Medium,Thane,"long battery,budget-friendly",education,Smartphone,20000-40000,Advanced
7697c6a3-ee50-43c5-8924-53d6cb94932f,46,Male,Low,Pune,long battery,education,"Smartphone,Laptop",10000-20000,Intermediate
2e84c8f0-4b13-493c-bf9e-bc9a6e496a81,42,Male,Low,Kolkata,"compact,long battery",travel,"Smartphone,Smartphone",10000-20000,Intermediate
85f86305-d2d8-45cf-b177-421e87d47491,65,Male,High,Vadodara,"long battery,lightweight,compact",travel,Smartphone,150000+,Intermediate
86962dda-2d33-45aa-b26b-6fa37197d6a3,55,Male,Low,Delhi,professional design,business,Laptop,10000-20000,Beginner
266b519c-17eb-4a48-9858-ac4fa37ce53a,41,Male,High,Delhi,"good speakers,large screen",entertainment,"Laptop,Laptop,Laptop",150000+,Advanced
72a14690-6aaf-4a16-96cd-d01b2abcd537,29,Male,Low,Surat,stylus support,education,"Laptop,Smartphone",10000-20000,Beginner
b5630c79-4ad5-4f73-960d-f9effb79a7bc,49,Male,Medium,Kanpur,long battery,travel,"Laptop,Smartphone,Smartphone",20000-40000,Beginner
bfd803b8-ebb2-49ce-8e25-0da2b19e5330,65,Male,Low,Delhi,long battery,business,Laptop,20000-40000,Intermediate
68d65083-66ab-466a-a486-4a8110f6cee8,35,Male,Low,Vadodara,"camera quality,good storage,high resolution",photography,Smartphone,10000-20000,Intermediate
dad43808-7cdf-4da6-896b-8fdb170ee128,53,Male,Medium,Jaipur,"camera quality,good storage,high resolution",photography,Laptop,20000-40000,Beginner
b900ba1f-4717-4249-bcd8-1500e7b3a322,54,Male,High,Mumbai,"long battery,lightweight,compact",travel,Smartphone,60000-100000,Beginner
ac61d4a2-2563-4ac8-adef-ffdc7128da53,35,Male,Low,Lucknow,"camera quality,good storage,high resolution",photography,"Smartphone,Smartphone",20000-40000,Beginner
aa8e92ae-9770-4954-bbb3-326857a44a87,32,Male,Low,Vadodara,"long battery,lightweight,professional design",business,"Smartphone,Laptop,Laptop",20000-40000,Beginner
ddcf2eaf-333b-4bd4-83f6-43d1708913fb,38,Female,High,Pune,"compact,lightweight,long battery",travel,"Smartphone,Smartphone",60000-100000,Beginner
f2dc55f0-5a29-4db6-97d9-a6677289abfa,29,Female,Medium,Kolkata,"long battery,lightweight,professional design",business,Laptop,60000-100000,Intermediate
e34b1f59-bfae-40f5-b552-0c794ab51e43,23,Male,Low,Bhopal,"long battery,lightweight,compact",travel,"Smartphone,Smartphone",20000-40000,Intermediate
e62694e1-ae7b-4fcd-ba08-e5b744caa407,55,Female,Low,Lucknow,"high performance,fast processor,dedicated graphics",gaming,Laptop,20000-40000,Beginner
c410cbda-daa2-4e29-9a35-77b79d3a1c0a,22,Female,High,Ahmedabad,stylus support,education,"Smartphone,Laptop",60000-100000,Intermediate
184d4db0-59c5-4e72-8152-0d941e0c728f,35,Male,Medium,Mumbai,"compact,lightweight",travel,Laptop,40000-60000,Intermediate
cd218940-8a62-4a1d-a08d-03f47be6d4ba,28,Male,Medium,Nagpur,camera quality,photography,"Laptop,Laptop",60000-100000,Intermediate
482523f7-b1bf-4d15-ae4d-f9ebe774c43d,38,Female,Medium,Pune,"high performance,dedicated graphics,fast processor",gaming,Smartphone,20000-40000,Beginner
ed505a04-e1c1-4282-a192-634accb1156f,52,Female,Medium,Chennai,"long battery,budget-friendly",education,"Laptop,Smartphone,Laptop",60000-100000,Intermediate
46ba7fa7-fbc9-4d12-aee2-78790c44ca16,47,Female,Medium,Kanpur,"long battery,lightweight,professional design",business,"Laptop,Smartphone,Smartphone",40000-60000,Beginner
67fa039e-04a1-4234-9384-0d541a5c1c47,35,Female,Low,Bangalore,"long battery,lightweight,professional design",business,"Laptop,Smartphone,Smartphone",10000-20000,Intermediate
edd1c221-9bbc-4c55-ba79-f2da7c109263,42,Male,High,Chennai,"long battery,professional design",business,"Smartphone,Laptop",150000+,Intermediate
254f046b-2f59-4310-9514-b734054dc076,64,Male,Medium,Mumbai,"high performance,dedicated graphics,fast processor",gaming,"Laptop,Laptop,Laptop",20000-40000,Intermediate
6defb536-1742-45a8-86ae-0d0de878d20a,36,Non-Binary,High,Patna,"camera quality,good storage",photography,"Smartphone,Laptop",100000-150000,Intermediate
c9378ed4-cf77-4f5e-b004-d44995c99f4e,56,Female,Low,Hyderabad,"long battery,lightweight,professional design",business,Smartphone,10000-20000,Beginner
2e288ad5-6490-44f1-92b4-48376591cb65,33,Male,High,Surat,"good speakers,high resolution",entertainment,"Smartphone,Laptop",150000+,Intermediate
8e62f22d-ce12-4b69-9741-51a7e25e9a6a,46,Female,Low,Jaipur,long battery,travel,"Laptop,Laptop,Laptop",10000-20000,Beginner
57936b48-1c13-40f6-b21c-ff3b126fa905,49,Female,High,Mumbai,"long battery,lightweight",travel,"Smartphone,Laptop,Laptop",150000+,Intermediate
81783e7d-18f3-493f-b479-63901423b7e0,50,Male,Medium,Visakhapatnam,"long battery,lightweight",travel,"Laptop,Laptop,Smartphone",20000-40000,Intermediate
b645ce90-0a9b-46db-8460-38404305cf29,51,Female,Medium,Kolkata,"long battery,professional design",business,"Laptop,Laptop,Smartphone",20000-40000,Beginner
db04054b-5e22-4835-9ead-e964216105ae,53,Female,Low,Patna,"good speakers,large screen,high resolution",entertainment,Smartphone,10000-20000,Intermediate
ec0f6e7f-f765-4805-a2c4-050d16dfdbbe,57,Female,Medium,Bangalore,high performance,gaming,Laptop,40000-60000,Intermediate
81378de9-d2f3-4f77-b8b6-843df3e3e290,32,Male,High,Bangalore,"good storage,high resolution",photography,"Smartphone,Laptop,Smartphone",100000-150000,Intermediate
0f84c1e3-3f5a-4e19-b2c7-51a1e223f82e,40,Female,Low,Kanpur,"long battery,budget-friendly,stylus support",education,"Laptop,Laptop",20000-40000,Advanced
9949050c-634e-4eb5-bfa1-2bf92f14be3a,33,Male,Low,Nagpur,camera quality,photography,"Smartphone,Laptop",20000-40000,Beginner
a06e318a-643f-41b4-a035-ec847aeb3d4c,35,Female,High,Thane,professional design,business,"Smartphone,Laptop,Smartphone",100000-150000,Beginner
6982e11e-e04b-4d16-9b6e-e8e88730d9b2,60,Female,High,Kanpur,"good speakers,large screen,high resolution",entertainment,"Laptop,Laptop,Smartphone",60000-100000,Beginner
1ec1e390-bfc1-4e39-a210-832202e3902f,37,Male,Medium,Hyderabad,"long battery,lightweight,professional design",business,"Laptop,Laptop,Smartphone",40000-60000,Advanced
f8d5c2b2-7960-4966-89d6-27176a367c2a,42,Female,Medium,Indore,"camera quality,good storage,high resolution",photography,Laptop,20000-40000,Intermediate
5ee67dca-9503-4f3f-bbd4-771b1e72869d,41,Female,Medium,Pimpri-Chinchwad,"camera quality,high resolution",photography,Laptop,20000-40000,Beginner
cf69bc3f-57a5-48d6-9943-110909bc434d,19,Male,Medium,Indore,"long battery,lightweight",business,"Smartphone,Laptop",60000-100000,Advanced
5ab4dc3f-06ff-4d6b-8e25-480037380dff,48,Male,Medium,Kolkata,long battery,travel,"Smartphone,Smartphone",20000-40000,Beginner
dc6014dc-7957-42d0-8f75-f9cb76ccadb7,61,Female,High,Lucknow,"high performance,dedicated graphics,fast processor",gaming,"Smartphone,Smartphone,Smartphone",60000-100000,Intermediate
1c45f211-db8c-447f-ae19-9713a100a1c4,18,Female,Medium,Bhopal,good speakers,entertainment,Smartphone,60000-100000,Advanced
b7480492-7a28-45b8-9674-59e1d1d865e0,58,Male,High,Thane,"good speakers,large screen,high resolution",entertainment,"Laptop,Smartphone,Smartphone",150000+,Intermediate
726c5ea4-0e8c-46dd-9da6-2d897a221d6c,19,Female,Low,Indore,"high performance,dedicated graphics",gaming,Laptop,20000-40000,Advanced
c0b2d484-ad88-4d28-83b2-2b37d13d92a7,46,Male,Medium,Pimpri-Chinchwad,dedicated graphics,gaming,"Smartphone,Laptop",20000-40000,Intermediate
1e4b4e8c-4f7a-4e48-8782-803798cd4f88,53,Female,High,Nagpur,"compact,long battery",travel,Smartphone,150000+,Beginner
8cd13b13-8daf-41f5-949e-294ba1cb92f7,51,Non-Binary,Medium,Jaipur,"camera quality,good storage,high resolution",photography,"Laptop,Smartphone",20000-40000,Beginner
4b0b2ca5-9843-422b-9bac-eeb239107d48,25,Female,Medium,Nagpur,compact,travel,"Smartphone,Smartphone,Laptop",60000-100000,Advanced
27c170e6-2552-49f0-a996-2df8dd4ffb31,40,Female,Medium,Mumbai,lightweight,business,"Smartphone,Laptop,Laptop",40000-60000,Beginner
9ab1648d-3611-45d0-9ffe-e1eeae849991,32,Male,Low,Jaipur,"high performance,dedicated graphics,fast processor",gaming,"Smartphone,Smartphone",20000-40000,Beginner
728575b1-e9a3-4146-aad1-187785b3305f,65,Male,Low,Hyderabad,"long battery,budget-friendly,stylus support",education,"Smartphone,Laptop,Smartphone",10000-20000,Intermediate
df14a63f-6483-4240-84bb-62d404d637c3,27,Female,High,Bangalore,"camera quality,high resolution",photography,"Smartphone,Smartphone",150000+,Advanced
7b7672e7-dcab-4f55-90a7-3e286987b941,18,Male,Low,Bhopal,"budget-friendly,stylus support",education,Smartphone,20000-40000,Intermediate
8b6aa810-3ca4-4179-ae5b-eeac19236ef7,54,Female,Medium,Chennai,large screen,entertainment,Laptop,40000-60000,Intermediate
ba444a4b-4157-4bdc-bbc6-c69ed2d8fc1a,46,Male,Medium,Pune,"good storage,high resolution",photography,Smartphone,40000-60000,Beginner
0cd4a190-9482-4fdc-8cf2-5462a4df4fe5,47,Male,Medium,Lucknow,"good speakers,large screen,high resolution",entertainment,"Smartphone,Smartphone,Laptop",20000-40000,Beginner
9c04767d-cf94-4acd-bdac-e3505afea3c1,54,Non-Binary,Low,Jaipur,"long battery,lightweight,compact",travel,"Smartphone,Smartphone",10000-20000,Beginner
28beac1c-3185-4363-9e7e-1fb4d7a8c5c7,36,Male,Low,Patna,"lightweight,professional design",business,"Laptop,Laptop",10000-20000,Intermediate
909340c9-5432-4d0a-a3c3-aefc1de21321,25,Female,Medium,Bangalore,"compact,lightweight,long battery",travel,Smartphone,20000-40000,Advanced
6b8899f6-3562-4558-b6d3-5ce3945e0c17,38,Male,Medium,Delhi,"long battery,compact",travel,Laptop,40000-60000,Advanced
67d313d9-7123-4c0b-8c7e-31ca71cdbe8f,23,Female,Low,Chennai,"long battery,professional design",business,"Smartphone,Laptop,Laptop",20000-40000,Intermediate
3aedc02c-a56b-4d66-95b1-987a4ad1f3de,55,Female,Medium,Kanpur,"camera quality,good storage",photography,"Smartphone,Smartphone",60000-100000,Beginner
62acdff0-83f8-4569-a393-c7961e39f116,64,Female,Medium,Thane,"long battery,lightweight,professional design",business,"Laptop,Laptop",40000-60000,Beginner
9e5af4c5-bf6d-470c-869c-0a41d103e23f,36,Non-Binary,Low,Mumbai,"camera quality,good storage,high resolution",photography,"Laptop,Laptop,Smartphone",10000-20000,Intermediate
15673f04-7aa4-4b49-9603-4c71e9845249,42,Male,Low,Patna,long battery,education,"Laptop,Smartphone,Laptop",20000-40000,Intermediate
03da23db-7b6f-44fe-a52f-760ca8496a5e,25,Female,Medium,Thane,"long battery,budget-friendly,stylus support",education,Smartphone,40000-60000,Advanced
63ce2667-7ce2-4c5d-b2cd-d05e1d74eef7,22,Male,High,Kolkata,compact,travel,"Laptop,Laptop",100000-150000,Advanced
b5b870bc-2fd5-4c6a-a009-e64e7dbf64a2,58,Female,Low,Ahmedabad,"budget-friendly,stylus support",education,Laptop,20000-40000,Beginner
70cdbf01-07b0-4fac-83f3-ac07e5b611ae,18,Female,High,Indore,"fast processor,dedicated graphics",gaming,Smartphone,150000+,Advanced
9ffe116d-835c-4ffd-8a0f-5d7835dc642f,34,Non-Binary,Low,Indore,"long battery,budget-friendly,stylus support",education,"Smartphone,Smartphone",10000-20000,Beginner
62488b80-31d4-4582-bd60-ba6a34355795,52,Male,Medium,Jaipur,"long battery,budget-friendly,stylus support",education,Smartphone,20000-40000,Beginner
e9b1709a-b3a2-4dde-a313-6a98ad3a8d67,49,Male,Low,Surat,"camera quality,high resolution",photography,"Laptop,Laptop",10000-20000,Beginner
b14362ec-a6b7-4d65-8bc7-bd7b3d5d8876,18,Female,Medium,Mumbai,"lightweight,professional design",business,"Laptop,Smartphone,Smartphone",20000-40000,Intermediate
e4bc5794-2e37-462c-bdfe-dd05defb5622,45,Female,Low,Indore,long battery,travel,"Smartphone,Smartphone,Smartphone",20000-40000,Advanced
ce328767-46e9-4333-894c-836b9fad02d5,19,Female,Low,Pimpri-Chinchwad,"good speakers,large screen",entertainment,Laptop,20000-40000,Advanced
2721c2ef-26c0-421e-a11e-f1c5e5cae8b1,55,Male,Low,Delhi,"camera quality,good storage,high resolution",photography,"Smartphone,Smartphone,Laptop",20000-40000,Beginner
8745ae65-350d-4e8a-a9fb-a7182c1402ef,21,Female,Low,Bangalore,"camera quality,high resolution",photography,"Laptop,Smartphone",20000-40000,Intermediate
